"nceas_proj","nceas_obj_id","agency","lon","lat","project_title","filepath_gpc_atts","filepath_gpc_spatial","internal_id_name","internal_id","doc_id","comment","type","AREA_SQMI","E_TOTPOP","RPL_THEME1","RPL_THEME2","RPL_THEME3","RPL_THEME4","RPL_THEMES","CIscore","CIscoreP","protected_land","easement_site","percent_protected","flood_risk","terrest_ntv_species_count","aquatic_ntv_species_rank","terrest_connectivity_rank","terrest_hab_rank","aquatic_hab_rank","park_name","percent_park"
"proj_sfbra_12","sfbra24","sfbra",-122.4308086,38.13887354,"San Pablo Bay National Wildlife Refuge Upland Transition Zone Restoration","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","5318","5318_SFBRA_MeasureAA_Proposal_PointBlue.pdf","","",59.6475941135,2560,0.1155,0.085,0.0314,0.3402,0.0941,11.82291613,17.38527484,NA,NA,25,"Special Flood Hazard Area (SFHA), high-risk area",260,5,3,5,5,NA,0
"proj_sfbra_14","sfbra28","sfbra",-122.2126639,37.74356757,"San Francisco Estuary Invasive Spartina Eradication and Restoration Project","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","5322","5322_Cal-IPC_AA_121319_FINAL.pdf","","",6.53027942001,4756,0.8185,0.8416,0.9643,0.9044,0.9261,63.17258084,97.17599597,"Martin Luther King Junior Regional Shoreline",NA,15.6,"Special Flood Hazard Area (SFHA), high-risk area",267,5,1,3,5,"Oakport Field",18.3
"proj_sfbra_15","sfbra29","sfbra",-122.3119246,37.87322027,"Berkeley North Basin Strip - McLaughlin Eastshore State Park","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","5330","5330_Full Application - McLaughlin Eastshore.pdf","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"McLaughlin Eastshore State Park",NA,NA,NA,NA,5,NA,NA,4,"Eastshore State Park",NA
"proj_sfbra_16","sfbra30","sfbra",-122.1558396,37.48658133,"South Bay Salt Ponds: Ravenswood Complex - Ponds R3, R4, R5, S5, S5W","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","5333","","Exclude due to PDF issues. Script can't read the text. Part of SBSP, combined proposal with 5388 and 5294","",3.91191596564,5859,0.5606,0.4728,0.8588,0.4697,0.5746,30.77341998,60.2118003,"Don Edwards National Wildlife Refuge",NA,59.9,"Special Flood Hazard Area (SFHA), high-risk area",250,5,1,2,5,"Don Edwards National Wildlife Refuge",60.3
"proj_sfbra_17","sfbra35","sfbra",-121.9676974,37.46651756,"South Bay Salt Ponds: Alviso - Island Ponds A19, A20, A21 (Phase 2)","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","5388","","Exclude due to PDF issues. Script can't read the text. Part of SBSP, combined proposal with 5333 and 5294","",28.087183041,7469,0.196,0.198,0.8252,0.2973,0.2615,23.05521689,44.65456379,"Don Edwards National Wildlife Refuge",NA,63.8,"Special Flood Hazard Area (SFHA), high-risk area",241,5,2,3,5,"Don Edwards National Wildlife Refuge",63
"proj_sfbra_19","sfbra40","sfbra",-121.9563798,37.44268763,"South San Francisco Bay Shoreline Project","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","5744","5744_APPLICATION_ROUND_2_SCVWD Shoreline 11-20-18.pdf","Included only the second of two available proposals. Program manager reported that they're both the same big project; the second is the latest one for additional funding.","",22.46040122,2257,0.3924,0.5325,0.6808,0.5365,0.4998,34.61465187,66.96923853,NA,NA,51.8,"Special Flood Hazard Area (SFHA), high-risk area",230,5,2,3,5,NA,44.7
"proj_sfbra_20","sfbra41","sfbra",-122.198588,37.71409081,"San Leandro Treatment Wetland for Pollution Reduction, Habitat Enhancement, and Shoreline Resiliency","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9403","9403_San_Leandro_SFBRA_Application_Nov_2017","","",2.48697834919,6983,0.5685,0.7115,0.7192,0.7693,0.6977,49.04053426,86.77508825,NA,NA,11.1,"Special Flood Hazard Area (SFHA), high-risk area",264,5,1,2,5,NA,11.1
"proj_sfbra_21","sfbra43","sfbra",-122.5469292,38.09592303,"Novato Deer Island Tidal Wetlands Restoration","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9420","","Exclude due to PDF issues. Script can't read the text.","",4.05826985925,2814,0.1325,0.4008,0.116,0.1633,0.1369,9.570794528,11.8885527,"Marin County Flood Control",NA,53.9,"Special Flood Hazard Area (SFHA), high-risk area",257,5,1,5,5,NA,7.5
"proj_sfbra_22","sfbra44","sfbra",-122.2912994,37.76917694,"Alameda Point - Encinal Dune Restoration and Shoreline Stabilization","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9495","9495_Application, Encincal Beach, SFBRA 2017.pdf","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda Point Shoreline Trail",NA,NA,"Special Flood Hazard Area (SFHA), high-risk area",NA,5,NA,NA,5,"Sf Bay Trail",NA
"proj_sfbra_23","sfbra46","sfbra",-122.3753808,37.73288709,"India Basin Shoreline Park (Including 900 Innes)","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9665","9665_900 Innes Final_SFBRA_Application_11.15.17 (FINAL).pdf","","",0.565225142554,3954,0.9043,0.721,0.9691,0.5141,0.8242,50.62990077,88.50226929,"India Basin Waterfront Park",NA,7.1,"Special Flood Hazard Area (SFHA), high-risk area",NA,4,NA,NA,3,NA,7.7
"proj_sfbra_24","sfbra50","sfbra",-122.5222597,37.88570221,"Evolving Shorelines Project at Bothin Marsh","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9811","9811_1b. Bothin Measure AA Application 2020 FINAL .pdf","","",1.32177965629,4347,0.0582,0.3828,0.0795,0.5169,0.2048,7.792991433,8.169440242,"Bothin Marsh Open Space Preserve",NA,28.4,"Special Flood Hazard Area (SFHA), high-risk area",293,5,1,5,5,"Bothin Marsh",27.5
"proj_sfbra_25","sfbra51","sfbra",-122.4285928,37.96299926,"Terminal Four Wharf, Warehouse, and Pile Removal Project","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9846","9846_Terminal Four Wharf Removal_RA Application_102320.pdf","","",6.54833972716,3412,0.1064,0.2684,0.1923,0.2276,0.1316,37.59582526,71.4573878,NA,NA,5.2,"Non-Special Flood Hazard Area, moderate- to low-risk area",261,5,1,1,5,NA,5.3
"proj_sfbra_26","sfbra56","sfbra",-122.3400738,37.59151004,"Shoreline Park - Burlingame","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9951","9951_2. Shoreline Park Application Round 5 Submittal.pdf","Included only the second of two available proposals. Program manager reported that they're both the same project; the second is the latest one for additional funding.","",1.02372667298,6047,0.1457,0.0985,0.3528,0.4471,0.177,13.27320296,21.19263742,NA,NA,18.1,"Non-Special Flood Hazard Area, moderate- to low-risk area",270,5,1,1,5,NA,17.1
"proj_sfbra_27","sfbra57","sfbra",-122.4525644,38.14615151,"San Pablo Bay National Wildlife Refuge","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9956","5293_9956_SanPabloBaylands CPR AA Application_SkaggsIslandHaireRanch.pdf","Same proposal as 5293.","",67.0059966862,5090,0.1971,0.5007,0.0987,0.3186,0.251,14.68931455,24.76046394,NA,NA,42.5,"Non-Special Flood Hazard Area, moderate- to low-risk area",260,5,3,5,5,NA,1.2
"proj_sfbra_28","sfbra58","sfbra",-122.4901568,37.89523424,"Greenwood Gravel Beach Design Project","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","9973","","Exclude due to PDF issues. Script can't read the text.","",2.28038559375,5801,0.0165,0.1282,0.1116,0.0367,0.0069,2.761959422,0.554715078,NA,NA,33.6,"Special Flood Hazard Area (SFHA), high-risk area",289,5,1,4,5,"Blackie'S Pasture & Richardson Bay Lineal Park",33
"proj_sfbra_1","sfbra59","sfbra",-122.2746938,38.17002007,"American Canyon Wetlands Restoration Plan","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","10406","10406_1_Application_AmericanCanyon.pdf","","",11.3441979977,2407,0.474,0.6467,0.6686,0.3588,0.5071,32.39828272,63.19969743,"Napa-Sonoma Marshes Wildlife Area",NA,32.1,"Special Flood Hazard Area (SFHA), high-risk area",247,5,5,3,5,NA,19.9
"proj_sfbra_3","sfbra63","sfbra",-122.0055593,37.43379406,"Calabazas/San Tomas Aquino Creek - Marsh Connection Project","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","10724","10724_MC14578_STA-Calabazas Creek Realignment and SBSPRP Full Proposal_Final (10-22-20)_v2 MH Final.pdf","","sfbra2",22.46040122,2257,0.3924,0.5325,0.6808,0.5365,0.4998,34.61465187,66.96923853,"Don Edwards National Wildlife Refuge",NA,51.8,"Special Flood Hazard Area (SFHA), high-risk area",222,5,2,3,5,"Don Edwards National Wildlife Refuge",44.7
"proj_sfbra_4","sfbra66","sfbra",-122.3759745,37.70890008,"Candlestick Point Stewardship Project - Sunrise Point","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","11108","11108_LEJ_Measure AA Community Grants Application_Dec 2022 .pdf","Included only the second of two available proposals based on manual review (AT). No notes were available from program manager. The first proposal is an earlier phase of the same project with similar benefits, but the first proposal project description included substantial text about previous (2013) restoration, listing benefits that don't apply to this funded project.","sfbra3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candlestick Point State Recreation Area",NA,NA,"Non-Special Flood Hazard Area, moderate- to low-risk area",NA,5,NA,NA,5,"Candlestick Point State Recreation Area",NA
"proj_sfbra_5","sfbra67","sfbra",-122.309606,37.7783293,"De-Pave Park","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","11134","11134_City of Alameda Measure AA Round 5 Cover Sheet and App 2021_FINAL.PDF","","",2.99966659261,4447,0.5274,0.6754,0.6039,0.8619,0.6937,41.60140447,77.47100353,NA,NA,1.4,"Special Flood Hazard Area (SFHA), high-risk area",NA,5,NA,NA,5,NA,1.7
"proj_sfbra_6","sfbra68","sfbra",-122.2119206,37.74947811,"Bay Restoration: Youth Engagement and Service Learning","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","11147","11147_Comm Grants App April 2021_Revised.docx.pdf","","",6.53027942001,4756,0.8185,0.8416,0.9643,0.9044,0.9261,63.17258084,97.17599597,"Martin Luther King Junior Regional Shoreline",NA,15.6,"Special Flood Hazard Area (SFHA), high-risk area",267,5,1,3,5,"Oakport Field",18.3
"proj_sfbra_7","sfbra69","sfbra",-122.1296737,37.47898046,"Baylands Habitat Restoration and Community Engagement Project","data/grant_program_coordinates/intermediate_steps//sfbra_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","projectid","11271","11271_Grassroots Ecology Cover and Sections 1-3.pdf","","",1.75421852951,4323,0.5977,0.3743,0.9126,0.4389,0.5675,32.09900737,62.56933938,"Ravenswood Open Space Preserve",NA,49.5,"Special Flood Hazard Area (SFHA), high-risk area",267,5,3,2,5,"Ravenswood Open Space",39.5
"proj_ssjdc_1","ssjdc_1503_1","ssjdc",-121.6258261,38.51923106,"Yolo Bypass Wildlife Area Habitat and Drainage Improvement Project","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1503","P1-1503_Full Proposal.pdf","","ssjdc1",134.694345645,4640,0.0743,0.3046,0.1761,0.3809,0.1671,14.47581806,24.26878467,"Yolo Bypass Wildlife Area",NA,36,"Special Flood Hazard Area (SFHA), high-risk area",218,5,3,2,5,NA,0
"proj_ssjdc_2","ssjdc_1508_1","ssjdc",-121.7596272,38.05618995,"Sherman Island Wetland Restoration Project, Phase III","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1508","P1-1508_Full Proposal.pdf","","ssjdc1",45.049476723,1476,0.4989,0.8026,0.0928,0.2753,0.4584,29.11094953,57.06001009,"Sherman Island","Sherman Island",43.6,"Special Flood Hazard Area (SFHA), high-risk area",215,5,3,3,5,NA,0
"proj_ssjdc_3","ssjdc_1509_1","ssjdc",-121.7084734,37.93756869,"Three Creeks Parkway Restoration Project","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1509","P1-1509_Full Proposal.pdf","","ssjdc1",1.43843303965,8126,0.2244,0.2448,0.2422,0.2452,0.194,19.77513752,36.91376702,NA,NA,4.8,"Special Flood Hazard Area (SFHA), high-risk area",203,5,4,1,5,NA,6.3
"proj_ssjdc_4","ssjdc_1512_1","ssjdc",-121.3161974,37.75252212,"Paradise Cut Conservation and Flood Management Plan","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1512","P1-1512_Full Proposal.pdf","","ssjdc1",29.9631893383,1529,0.5987,0.5113,0.2651,0.4244,0.5072,27.92805474,54.80332829,NA,"Mainstone I Farm",13.7,"Special Flood Hazard Area (SFHA), high-risk area",214,5,3,3,5,NA,0
"proj_ssjdc_5","ssjdc_1516_1","ssjdc",-121.6354225,38.5631367,"Yolo Bypass Corridors for Flood Escape on the Yolo Bypass Wildlife Area","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1516","P1-1516_Full Proposal.pdf","","ssjdc1",134.694345645,4640,0.0743,0.3046,0.1761,0.3809,0.1671,14.47581806,24.26878467,"Yolo Bypass Wildlife Area",NA,36,"Special Flood Hazard Area (SFHA), high-risk area",219,4,3,4,5,NA,0
"proj_ssjdc_6","ssjdc_1519_1","ssjdc",-121.6957397,37.95794577,"Lower Marsh and Sand Creek Watershed Riparian Restoration Planning","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1519","P1-1519_Full Proposal.pdf","","ssjdc1",11.6398915117,7067,0.3779,0.8238,0.4431,0.3207,0.4649,33.42382953,64.8512355,NA,NA,8.7,"Non-Special Flood Hazard Area, moderate- to low-risk area",208,5,1,1,5,NA,1.1
"proj_ssjdc_7","ssjdc_1602_1","ssjdc",-121.6862784,38.00436286,"Dutch Slough Revegetation","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1602","P1-1602_Full Proposal.pdf","","ssjdc1",6.11881283522,3803,0.3337,0.3606,0.613,0.3793,0.3718,24.21525144,47.22642461,"Dutch Slough",NA,32.2,"Special Flood Hazard Area (SFHA), high-risk area",225,5,3,4,5,NA,0.2
"proj_ssjdc_8","ssjdc_1605_1","ssjdc",-121.735274,38.24648959,"Petersen Ranch: Working Waterway Habitat Enhancement Project","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1605","P1-1605_Full Proposal.pdf","","ssjdc1",141.775587986,5718,0.382,0.4076,0.2204,0.3291,0.3352,41.76418962,77.76096823,NA,NA,23.9,"Special Flood Hazard Area (SFHA), high-risk area",218,4,4,3,5,NA,0
"proj_ssjdc_9","ssjdc_1608_1","ssjdc",-121.3247432,38.34087073,"Restoration of Priority Freshwater Wetlands for Endangered Species at the Cosumnes River Preserve","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1608","P1-1608_Full Proposal.pdf","","ssjdc1",NA,NA,NA,NA,NA,NA,NA,19.89546262,37.27937468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proj_ssjdc_10","ssjdc_1612_1","ssjdc",-121.6868749,38.01404616,"Investigations of Restoration Techniques that Limit Invasion of Tidal Wetlands","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1612","P1-1612_Full Proposal.pdf","","ssjdc1",6.11881283522,3803,0.3337,0.3606,0.613,0.3793,0.3718,24.21525144,47.22642461,"Big Break Regional Shoreline",NA,32.2,"Special Flood Hazard Area (SFHA), high-risk area",225,5,3,4,5,NA,0.2
"proj_ssjdc_11","ssjdc_1701_1","ssjdc",-121.9668368,38.04170764,"Bay Point Restoration Project","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1701","P1-1701_Full Proposal.pdf","","ssjdc1",1.88650711337,7565,0.9441,0.854,0.7959,0.6617,0.8958,46.36764405,83.74936964,"Bay Point Regional Shoreline",NA,5.6,"Special Flood Hazard Area (SFHA), high-risk area",242,5,3,3,5,NA,0
"proj_ssjdc_12","ssjdc_1702_1","ssjdc",-121.7266588,38.79982497,"Restoration Planning at River Garden Farms","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1702","P1-1702_1 Full Proposal.pdf","","ssjdc1",NA,NA,NA,NA,NA,NA,NA,29.95009308,58.57286939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proj_ssjdc_14","ssjdc_1710_1","ssjdc",-121.402242,38.24545445,"Grizzly Slough Floodplain Restoration Project at the Cosumnes River Preserve","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1710","P1-1710_Full Proposal.pdf","","ssjdc1",26.0570340145,2740,0.6207,0.9225,0.5525,0.8144,0.7847,31.87230558,62.15330308,"Grizzly Slough",NA,40,"Special Flood Hazard Area (SFHA), high-risk area",219,4,3,5,5,NA,0
"proj_ssjdc_15","ssjdc_1711_1","ssjdc",-121.7080583,37.93776721,"Three Creeks Parkway #2: Request for Additional Funds to Implement an Expanded Version of a Project Previously Funded by the Delta Conservancy","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1711","P1-1711_Full Proposal.pdf","","ssjdc1",1.43843303965,8126,0.2244,0.2448,0.2422,0.2452,0.194,19.77513752,36.91376702,NA,NA,4.8,"Special Flood Hazard Area (SFHA), high-risk area",203,5,4,1,5,NA,6.3
"proj_ssjdc_16","ssjdc_1712_1","ssjdc",-121.525422,38.53465152,"Bees Lake Habitat Restoration Plan","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1712","P1-1712_Full Proposal.pdf","","ssjdc1",1.1485190865,2049,0.0362,0.358,0.3413,0,0.0178,21.65169952,41.36409481,NA,NA,0.3,NA,219,5,1,5,5,NA,0.7
"proj_ssjdc_17","ssjdc_1713_1","ssjdc",-121.4980938,38.32518615,"Stone Lakes","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1713","P1-1713_Full Proposal.pdf","","ssjdc1",97.9653751306,3597,0.4916,0.5784,0.3534,0.675,0.5598,32.79356937,63.66616238,"Stone Lakes National Wildlife Refuge",NA,14.7,"Special Flood Hazard Area (SFHA), high-risk area",216,5,3,4,5,"Stone Lakes National Wildlife Refuge",19.5
"proj_ssjdc_18","ssjdc_1803_1","ssjdc",-121.9113581,38.17863057,"Blacklock Restoration: Phragmites Control Project","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1803","P1-1803_Full Proposal.pdf","","ssjdc2",81.0624338203,4636,0.66,0.7543,0.3001,0.3145,0.5668,41.76418962,77.76096823,"Bradmoor Island",NA,6.9,"Special Flood Hazard Area (SFHA), high-risk area",218,5,2,4,5,NA,0.1
"proj_ssjdc_19","ssjdc_1804_1","ssjdc",-121.7057742,38.23471739,"Delta Working Waterways Habitat Restoration Planning","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1804","P1-1804_Full Proposal.pdf","","ssjdc2",141.775587986,5718,0.382,0.4076,0.2204,0.3291,0.3352,41.76418962,77.76096823,NA,NA,23.9,"Special Flood Hazard Area (SFHA), high-risk area",219,4,1,4,5,NA,0
"proj_ssjdc_20","ssjdc_1810_1","ssjdc",-121.2946318,37.72329892,"Phase I San Joaquin River Floodplain Restoration and Floodway Enhancement at Banta-Carbona","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1810","P1-1810_Full Proposal.pdf","","ssjdc2",29.9631893383,1529,0.5987,0.5113,0.2651,0.4244,0.5072,27.92805474,54.80332829,NA,NA,13.7,"Special Flood Hazard Area (SFHA), high-risk area",215,5,4,4,5,NA,0
"proj_ssjdc_21","ssjdc_1814_1","ssjdc",-121.6880528,37.9804917,"Oakley Creekside Park","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","1814","P1-1814_Full Proposal.pdf","","ssjdc2",1.14501366645,5072,0.3133,0.2086,0.5222,0.1489,0.2164,24.21525144,47.22642461,NA,NA,1.7,"Special Flood Hazard Area (SFHA), high-risk area",205,5,1,1,5,NA,1
"proj_ssjdc_22","ssjdc_2204_1","ssjdc",-121.6440362,38.04937353,"Little Franks Tract Invasive Weed Removal and Restoration","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","2204","P1-2204_Full Proposal.pdf","","ssjdc3",35.191191114,5265,0.4981,0.3555,0.2689,0.2025,0.3374,31.03829673,60.70347958,"Franks Tract State Recreation Area",NA,44.1,"Special Flood Hazard Area (SFHA), high-risk area",217,5,3,4,5,"Franks Tract State Recreation Area",11.8
"proj_ssjdc_23","ssjdc_2207_1","ssjdc",-121.6092183,38.54689444,"Yolo Bypass Wildlife Area Habitat and Drainage Improvement, Phase Two","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","2207","P1-2207_Full Proposal.pdf","","ssjdc3",134.694345645,4640,0.0743,0.3046,0.1761,0.3809,0.1671,14.47581806,24.26878467,"Yolo Bypass Wildlife Area",NA,36,"Special Flood Hazard Area (SFHA), high-risk area",222,4,4,3,5,NA,0
"proj_ssjdc_24","ssjdc_2208_1","ssjdc",-121.7396613,38.29801412,"Ulatis Creek Habitat Restoration","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","2208","P1-2208_Full Proposal.pdf","","ssjdc3",170.938194828,2964,0.2831,0.246,0.2752,0.5925,0.3396,27.86392199,54.66464952,NA,NA,7.2,"Special Flood Hazard Area (SFHA), high-risk area",216,5,1,4,5,NA,0
"proj_ssjdc_25","ssjdc_2209_1","ssjdc",-122.0404126,38.1864351,"Improving Hydrological Resiliency of Managed Wetlands in Suisun Marsh","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","2209","P1-2209_Full Proposal.pdf","","ssjdc3",81.96342832,7328,0.5946,0.7852,0.6064,0.8674,0.759,34.55599798,66.8179526,NA,NA,29.1,"Special Flood Hazard Area (SFHA), high-risk area",226,5,5,4,5,NA,0
"proj_ssjdc_26","ssjdc_2211_1","ssjdc",-121.725998,37.88299901,"Marsh Creek Reservoir Restoration and Total Mercury Reduction Planning","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","2211","P1-2211_Full Proposal.pdf","","ssjdc3",NA,NA,NA,NA,NA,NA,NA,20.60858085,39.08219869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proj_ssjdc_27","ssjdc_2212_1","ssjdc",-121.3093506,37.92033893,"Van Buskirk Multi-Benefit Ecosystem Restoration Planning","data/grant_program_coordinates/intermediate_steps//ssjdc_atts.csv","data/grant_program_coordinates/intermediate_steps/gpc3_spatial.gpkg","ProjectID","2212","P1-2212_Full Proposal.pdf","","ssjdc3",0.694196724124,1970,0.8001,0.9884,0.8112,0.8147,0.9341,49.06662901,86.80030257,"Van Buskirk Municipal Golf Course",NA,36.9,"Non-Special Flood Hazard Area, moderate- to low-risk area",211,4,1,5,4,"VAN BUSKIRK PARK GOLF COURSE",37.9
